         278 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         279 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         280 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         281 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         282 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         283 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         284 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         285 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         286 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         287 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         288 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         289 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         290 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         291 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         292 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         293 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         294 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         295 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         296 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         297 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         298 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         299 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         300 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         301 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         302 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         303 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         304 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         305 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         306 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         307 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         308 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         309 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         310 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         311 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         312 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         313 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         314 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         315 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         316 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         317 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         318 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         319 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         320 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         321 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         322 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         323 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         324 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         325 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         326 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         327 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         328 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         329 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         330 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         331 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         332 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         333 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         334 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         335 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         336 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         337 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         338 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         339 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         340 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         341 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         342 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         343 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         344 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         345 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         346 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         347 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         348 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         349 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         350 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         351 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         352 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         353 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         354 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         355 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         356 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         357 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         358 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         359 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         360 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         361 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         362 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         363 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         364 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         365 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         366 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         367 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         368 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         369 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         370 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         371 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         372 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         373 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         374 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         375 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         376 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         377 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         378 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         379 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         380 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         381 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         382 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         383 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         384 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         385 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         386 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         387 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         388 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         389 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         390 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         391 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         392 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         393 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         394 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         395 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         396 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         397 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         398 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         399 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         400 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         401 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         402 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         403 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         404 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         405 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         406 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         407 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         408 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         409 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         410 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         411 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         412 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         413 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         414 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         415 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         416 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         417 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         418 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
         419 -0.17453292519943295        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.98480775301220802      -0.17364817766693033        0.0000000000000000        0.0000000000000000      -0.17453292519943295        0.0000000000000000     
